num,keyword,minor_category,major_category,갯수
ED-12,드라마,"TV시청(IPTV 포함) 및 모바일 컨텐츠, 동영상, VOD시청, OTT 시청",휴식활동,0
ED-13,유튜브,"TV시청(IPTV 포함) 및 모바일 컨텐츠, 동영상, VOD시청, OTT 시청",휴식활동,0
ED-14,아프리카,"TV시청(IPTV 포함) 및 모바일 컨텐츠, 동영상, VOD시청, OTT 시청",휴식활동,0
ED-15,트위치,"TV시청(IPTV 포함) 및 모바일 컨텐츠, 동영상, VOD시청, OTT 시청",휴식활동,0
ED-16,릴스,"TV시청(IPTV 포함) 및 모바일 컨텐츠, 동영상, VOD시청, OTT 시청",휴식활동,0
ED-17,쇼츠,"TV시청(IPTV 포함) 및 모바일 컨텐츠, 동영상, VOD시청, OTT 시청",휴식활동,0
ED-18,숏츠,"TV시청(IPTV 포함) 및 모바일 컨텐츠, 동영상, VOD시청, OTT 시청",휴식활동,0
ED-19,OTT,"TV시청(IPTV 포함) 및 모바일 컨텐츠, 동영상, VOD시청, OTT 시청",휴식활동,0
ED-20,VOD,"TV시청(IPTV 포함) 및 모바일 컨텐츠, 동영상, VOD시청, OTT 시청",휴식활동,0
EE-01,라디오,라디오/팟캐스트 청취,휴식활동,0
EE-02,스푼,라디오/팟캐스트 청취,휴식활동,0
EE-03,팟캐스트,라디오/팟캐스트 청취,휴식활동,0
EF-01,음악,음악 감상,휴식활동,0
EF-02,lp,음악 감상,휴식활동,0
EF-03,턴테이블,음악 감상,휴식활동,0
EF-04,지니,음악 감상,휴식활동,0
EF-05,멜론,음악 감상,휴식활동,0
EF-06,노래,음악 감상,휴식활동,0
EF-07,플레이리스트,음악 감상,휴식활동,0
EG-01,신문,신문/잡지보기,휴식활동,0
EG-02,잡지,신문/잡지보기,휴식활동,0
EG-03,뉴스,신문/잡지보기,휴식활동,0
EG-04,속보,신문/잡지보기,휴식활동,0
EG-05,특보,신문/잡지보기,휴식활동,0
EH-01,빈둥,아무것도 안 하기,휴식활동,0
FA-01,봉사,사회봉사활동,사회 및 기타 활동,0
FA-02,1365,사회봉사활동,사회 및 기타 활동,0
FA-03,지역사회,사회봉사활동,사회 및 기타 활동,0
FA-04,사회복지,사회봉사활동,사회 및 기타 활동,0
FA-05,봉사활동,사회봉사활동,사회 및 기타 활동,0
FB-01,경전,종교활동,사회 및 기타 활동,0
FB-02,불경,종교활동,사회 및 기타 활동,0
FB-03,성경,종교활동,사회 및 기타 활동,0
FB-04,찬송,종교활동,사회 및 기타 활동,0
FB-05,교회,종교활동,사회 및 기타 활동,0
FB-06,성당,종교활동,사회 및 기타 활동,0
FB-07,예배,종교활동,사회 및 기타 활동,0
FB-08,집회참가,종교활동,사회 및 기타 활동,0
FB-09,구역예배,종교활동,사회 및 기타 활동,0
FB-10,교인,종교활동,사회 및 기타 활동,0
FB-11,기독교,종교활동,사회 및 기타 활동,0
FB-12,천주교,종교활동,사회 및 기타 활동,0
FB-13,원불,종교활동,사회 및 기타 활동,0
FC-01,클럽,클럽/나이트/디스코/캬바레,사회 및 기타 활동,0
FC-02,홍대라이브,클럽/나이트/디스코/캬바레,사회 및 기타 활동,0
FC-03,감성주점,클럽/나이트/디스코/캬바레,사회 및 기타 활동,0
FC-04,감주,클럽/나이트/디스코/캬바레,사회 및 기타 활동,0
FC-05,디스코,클럽/나이트/디스코/캬바레,사회 및 기타 활동,0
FC-06,캬바레,클럽/나이트/디스코/캬바레,사회 및 기타 활동,0
FD-01,친척,가족 및 친지방문,사회 및 기타 활동,0
FD-02,가족,가족 및 친지방문,사회 및 기타 활동,0
FD-03,생일,가족 및 친지방문,사회 및 기타 활동,0
FD-04,회갑,가족 및 친지방문,사회 및 기타 활동,0
FD-05,제사,가족 및 친지방문,사회 및 기타 활동,0
FD-06,환갑,가족 및 친지방문,사회 및 기타 활동,0
FD-07,칠순,가족 및 친지방문,사회 및 기타 활동,0
FE-01,문자메시지,잡담/통화하기/문자보내기 (모바일 메신저 메시지),사회 및 기타 활동,0
FE-02,전화,잡담/통화하기/문자보내기 (모바일 메신저 메시지),사회 및 기타 활동,0
FE-03,통화,잡담/통화하기/문자보내기 (모바일 메신저 메시지),사회 및 기타 활동,0
FE-04,카카오톡,잡담/통화하기/문자보내기 (모바일 메신저 메시지),사회 및 기타 활동,0
FE-05,카톡,잡담/통화하기/문자보내기 (모바일 메신저 메시지),사회 및 기타 활동,0
FE-06,디엠,잡담/통화하기/문자보내기 (모바일 메신저 메시지),사회 및 기타 활동,0
FE-07,채팅,잡담/통화하기/문자보내기 (모바일 메신저 메시지),사회 및 기타 활동,0
FE-08,메신저,잡담/통화하기/문자보내기 (모바일 메신저 메시지),사회 및 기타 활동,0
FG-01,동호회,계모임/동창회/사교(파티)/동호회 모임,사회 및 기타 활동,0
FG-02,동문회,계모임/동창회/사교(파티)/동호회 모임,사회 및 기타 활동,0
FG-03,교우회,계모임/동창회/사교(파티)/동호회 모임,사회 및 기타 활동,0
FG-04,반창회,계모임/동창회/사교(파티)/동호회 모임,사회 및 기타 활동,0
FG-05,총동문회,계모임/동창회/사교(파티)/동호회 모임,사회 및 기타 활동,0
FG-06,송년회,계모임/동창회/사교(파티)/동호회 모임,사회 및 기타 활동,0
FG-07,계모임,계모임/동창회/사교(파티)/동호회 모임,사회 및 기타 활동,0
FG-08,동창회,계모임/동창회/사교(파티)/동호회 모임,사회 및 기타 활동,0
FG-09,사교,계모임/동창회/사교(파티)/동호회 모임,사회 및 기타 활동,0
FG-10,파티,계모임/동창회/사교(파티)/동호회 모임,사회 및 기타 활동,0
FH-01,친구,친구만남/이성교제/미팅/소개팅,사회 및 기타 활동,0
FH-02,교제,친구만남/이성교제/미팅/소개팅,사회 및 기타 활동,0
FH-03,연애,친구만남/이성교제/미팅/소개팅,사회 및 기타 활동,0
FH-04,데이트,친구만남/이성교제/미팅/소개팅,사회 및 기타 활동,0
FH-05,소개팅,친구만남/이성교제/미팅/소개팅,사회 및 기타 활동,0
FH-06,남친,친구만남/이성교제/미팅/소개팅,사회 및 기타 활동,0
FH-07,여친,친구만남/이성교제/미팅/소개팅,사회 및 기타 활동,0
FH-08,과팅,친구만남/이성교제/미팅/소개팅,사회 및 기타 활동,0
